TableName;TableDescription;ColumnName;ColumnDescription
HLWCMPP;CMR - Catalogue - Points de livraison;W6DTDX;Division territoriale destinataire expedition
HLWCMPP;CMR - Catalogue - Points de livraison;W6HDRE;Heure debut rendez-vous expedition
HLWCMPP;CMR - Catalogue - Points de livraison;W6HFRE;Heure fin rendez-vous expedition
HLWCMPP;CMR - Catalogue - Points de livraison;W6IDUE;Identifiant unite d'expedition
HLWCMPP;CMR - Catalogue - Points de livraison;W6ITDX;Nom interlocuteur destinataire expedition
HLWCMPP;CMR - Catalogue - Points de livraison;W6JRVE;Jour rendez-vous expedition
HLWCMPP;CMR - Catalogue - Points de livraison;W6LJRV;Libelle jour rendez-vous expedition
HLWCMPP;CMR - Catalogue - Points de livraison;W6LODX;Nom localite destinataire expedition
HLWCMPP;CMR - Catalogue - Points de livraison;W6LPDT;Libelle produit transporteur
HLWCMPP;CMR - Catalogue - Points de livraison;W6MRVE;Mois rendez-vous expedition
HLWCMPP;CMR - Catalogue - Points de livraison;W6NBLI;Numero de Bon de livraison
HLWCMPP;CMR - Catalogue - Points de livraison;W6NBLP;Nombre de bons de livraison du point de livraison
HLWCMPP;CMR - Catalogue - Points de livraison;W6NCOP;Nombre de colis du chargement pour le point de liv
HLWCMPP;CMR - Catalogue - Points de livraison;W6NEXP;Numero d'expedition
HLWCMPP;CMR - Catalogue - Points de livraison;W6NMCP;Nombre de natures de marchandises pour le point de
HLWCMPP;CMR - Catalogue - Points de livraison;W6NPDX;Libelle pays destinataire expedition
HLWCMPP;CMR - Catalogue - Points de livraison;W6NSEX;Numero de sequence expedition
HLWCMPP;CMR - Catalogue - Points de livraison;W6NSUP;Nombre de supports du chargement pour le point de
HLWCMPP;CMR - Catalogue - Points de livraison;W6NUEP;Nombre d'unites d'expedition pour le point de liv
HLWCMPP;CMR - Catalogue - Points de livraison;W6PBTP;Poids brut total en kg du chargement pour le point
HLWCMPP;CMR - Catalogue - Points de livraison;W6PDTP;Poids total en kg du chargement pour le point
HLWCMPP;CMR - Catalogue - Points de livraison;W6IDEXPEDI;Identifiant expedition EDI
HLWCMPP;CMR - Catalogue - Points de livraison;W6RUPT01;Critere de rupture 1
HLWCMPP;CMR - Catalogue - Points de livraison;W6RUPT02;Critere de rupture 2
HLWCMPP;CMR - Catalogue - Points de livraison;W6RUPT03;Critere de rupture 3
HLWCMPP;CMR - Catalogue - Points de livraison;W6RUPT04;Critere de rupture 4
HLWCMPP;CMR - Catalogue - Points de livraison;W6RUPT05;Critere de rupture 5
HLWCMPP;CMR - Catalogue - Points de livraison;W6RUPT06;Critere de rupture 6
HLWCMPP;CMR - Catalogue - Points de livraison;W6RUPT07;Critere de rupture 7
HLWCMPP;CMR - Catalogue - Points de livraison;W6RUPT08;Critere de rupture 8
HLWCMPP;CMR - Catalogue - Points de livraison;W6RUPT09;Critere de rupture 9
HLWCMPP;CMR - Catalogue - Points de livraison;W6RUPT10;Critere de rupture 10
HLWCMPP;CMR - Catalogue - Points de livraison;W6RDOR;Rederence donneur d'ordre
HLWCMPP;CMR - Catalogue - Points de livraison;W6CODPRDTR;Code interne produit transport
HLWCMPP;CMR - Catalogue - Points de livraison;W6RSDX;Raison sociale destinataire expedition
HLWCMPP;CMR - Catalogue - Points de livraison;W6SRVE;Siecle rendez-vous expedition
HLWCMPP;CMR - Catalogue - Points de livraison;W6TALC;Top article alcool
HLWCMPP;CMR - Catalogue - Points de livraison;W6TARD;Top article dangereux
HLWCMPP;CMR - Catalogue - Points de livraison;W6TCID;Numero de telecopie interlocuteur destinataire exp
HLWCMPP;CMR - Catalogue - Points de livraison;W6TDRE;Heure debut rendez-vous expedition (Time)
HLWCMPP;CMR - Catalogue - Points de livraison;W6TFRE;Heure fin rendez-vous expedition (Time)
HLWCMPP;CMR - Catalogue - Points de livraison;W6TPID;Numero de telephone interlocuteur destinataire exp
HLWCMPP;CMR - Catalogue - Points de livraison;W6TRDP;Top rendez-vous expedition pris
HLWCMPP;CMR - Catalogue - Points de livraison;W6CODQUATR;Qualite de transport
HLWCMPP;CMR - Catalogue - Points de livraison;W6VOTP;Volume total en m3 du chargement pour le point de
HLWCMPP;CMR - Catalogue - Points de livraison;W6ZBSP;Zone banalisee specifique
HLWCMSP;CMR - Catalogue - Support;W2ZONBANLT;Zone banalisee std LTO
HLWCMSP;CMR - Catalogue - Support;W2C1EM;Code 1 emplacement (allee)
HLWCMSP;CMR - Catalogue - Support;W2C2EM;Code 2 emplacement (face)
HLWCMSP;CMR - Catalogue - Support;W2C3EM;Code 3 emplacement (colonne)
HLWCMSP;CMR - Catalogue - Support;W2C4EM;Code 4 emplacement (niveau)
HLWCMSP;CMR - Catalogue - Support;W2C5EM;Code 5 emplacement (emplacement)
HLWCMSP;CMR - Catalogue - Support;W2CDPE;Code depot physique emplacement
HLWCMSP;CMR - Catalogue - Support;W2CRU0;Code rupture 10
HLWCMSP;CMR - Catalogue - Support;W2CRU1;Code rupture 1
HLWCMSP;CMR - Catalogue - Support;W2CRU2;Code rupture 2
HLWCMSP;CMR - Catalogue - Support;W2CRU3;Code rupture 3
HLWCMSP;CMR - Catalogue - Support;W2CRU4;Code rupture 4
HLWCMSP;CMR - Catalogue - Support;W2CRU5;Code rupture 5
HLWCMSP;CMR - Catalogue - Support;W2CRU6;Code rupture 6
HLWCMSP;CMR - Catalogue - Support;W2CRU7;Code rupture 7
HLWCMSP;CMR - Catalogue - Support;W2CRU8;Code rupture 8
HLWCMSP;CMR - Catalogue - Support;W2CRU9;Code rupture 9
HLWCMSP;CMR - Catalogue - Support;W2CSSN;Identifiant session
HLWCMSP;CMR - Catalogue - Support;W2CTSU;Code type de support
HLWCMSP;CMR - Catalogue - Support;W2HTTS;Hauteur du type de support
HLWCMSP;CMR - Catalogue - Support;W2IUEX;Identifiant unite d'expedition
HLWCMSP;CMR - Catalogue - Support;W2LATS;Largeur du type de support
HLWCMSP;CMR - Catalogue - Support;W2LTSU;Libelle type de support
HLWCMSP;CMR - Catalogue - Support;W2MPCK;Poids occupe support en KG
HLWCMSP;CMR - Catalogue - Support;W2MPOC;Poids occupe support
HLWCMSP;CMR - Catalogue - Support;W2MPTO;Poids total
HLWCMSP;CMR - Catalogue - Support;W2MVCO;Volume occupe support
HLWCMSP;CMR - Catalogue - Support;W2NBCO;Nombre de colis
HLWCMSP;CMR - Catalogue - Support;W2NEXP;Numero d'expedition
HLWCMSP;CMR - Catalogue - Support;W2NSUP;Numero du support
HLWCMSP;CMR - Catalogue - Support;W2PRTS;Profondeur du type de support
HLWCMSP;CMR - Catalogue - Support;W2PTKG;Poids total en Kg
HLWCMSP;CMR - Catalogue - Support;W2RFSP;Reference support
HLWCMSP;CMR - Catalogue - Support;W2TOSP;Top support pese
HLWCMSP;CMR - Catalogue - Support;W2UPOC;Unite de poids occupe
HLWCMSP;CMR - Catalogue - Support;W2UPTO;Unite du poids total
HLWCMSP;CMR - Catalogue - Support;W2UVOC;Unite de volume occupe
HLWCMSP;CMR - Catalogue - Support;W2VOM3;Volume occupe support en M3
HLWCMSP;CMR - Catalogue - Support;W2ZBSP;Zone banalisee specifique
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4ANCH;Annee chargement
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4CCHA;Code chargement
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4CDPO;Code depot physique
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4CFCO;Code famille de commentaire
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4CSSN;Identifiant session
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4JOCH;Jour chargement
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4MOCH;Mois chargement
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4NCOM;Numero de commentaire
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4NLCO;Numero de ligne commentaire
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4RUPT01;Critere de rupture 1
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4RUPT02;Critere de rupture 2
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4RUPT03;Critere de rupture 3
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4RUPT04;Critere de rupture 4
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4RUPT05;Critere de rupture 5
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4RUPT06;Critere de rupture 6
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4RUPT07;Critere de rupture 7
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4RUPT08;Critere de rupture 8
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4RUPT09;Critere de rupture 9
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4RUPT10;Critere de rupture 10
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4SSCH;Siecle chargement
HLWCMXP;CMR - Catalogue - Commentaire en-tete;W4TXTC;Texte du commentaire
HLWG13P;Fichier de travail pour la procedure G13;W13DON1INF;Donnee complementaire 1 information
HLWG13P;Fichier de travail pour la procedure G13;W13DON2INF;Donnee complementaire 2 information
HLWG13P;Fichier de travail pour la procedure G13;W13DON3INF;Donnee complementaire 3 information
HLWG13P;Fichier de travail pour la procedure G13;W13DON4INF;Donnee complementaire 4 information
HLWG13P;Fichier de travail pour la procedure G13;W13DON5INF;Donnee complementaire 5 information
HLWG13P;Fichier de travail pour la procedure G13;W13DON6INF;Donnee complementaire 6 information
HLWG13P;Fichier de travail pour la procedure G13;W13DON7INF;Donnee complementaire 7 information
