TableName;TableDescription;ColumnName;ColumnDescription
HLCPFDP;Circuit de prl / famille de prepa - Prepa detail;CKCUMJ;Code utilisateur derniere mise a jour
HLCPFDP;Circuit de prl / famille de prepa - Prepa detail;CKDCRE;Date de creation
HLCPFDP;Circuit de prl / famille de prepa - Prepa detail;CKDMAJ;Date de derniere lmise a jour
HLCPFDP;Circuit de prl / famille de prepa - Prepa detail;CKHCRE;Heure de creation
HLCPFDP;Circuit de prl / famille de prepa - Prepa detail;CKHMAJ;Heure de derniere mise a jour
HLCPFDP;Circuit de prl / famille de prepa - Prepa detail;CKJCRE;Date de creation - jour
HLCPFDP;Circuit de prl / famille de prepa - Prepa detail;CKJMAJ;Date de derniere mise a jour - jour
HLCPFDP;Circuit de prl / famille de prepa - Prepa detail;CKLJCR;Libelle du jour de creation
HLCPFDP;Circuit de prl / famille de prepa - Prepa detail;CKLJMJ;Libelle du jour de derniere mise a jour
HLCPFDP;Circuit de prl / famille de prepa - Prepa detail;CKMCRE;Date de creation - mois
HLCPFDP;Circuit de prl / famille de prepa - Prepa detail;CKMMAJ;Date de derniere mise a jour - mois
HLCPFDP;Circuit de prl / famille de prepa - Prepa detail;CKPBCF;Param banalise circuit prl/fam prp pour prp detail
HLCPFDP;Circuit de prl / famille de prepa - Prepa detail;CKSCRE;Date de creation - siecle
HLCPFDP;Circuit de prl / famille de prepa - Prepa detail;CKSMAJ;Date de derniere mise a jour - siecle
HLCPFPP;Circuit de prelevement / famille de preparation;CKACRE;Date de creation - annee
HLCPFPP;Circuit de prelevement / famille de preparation;CKAMAJ;Date de derniere mise a jour - annee
HLCPFPP;Circuit de prelevement / famille de preparation;CKCACT;Code activite
HLCPFPP;Circuit de prelevement / famille de preparation;CKCAI1;Code atelier interception niveau 1
HLCPFPP;Circuit de prelevement / famille de preparation;CKCAI2;Code atelier interception niveau 2
HLCPFPP;Circuit de prelevement / famille de preparation;CKCAI3;Code atelier interception niveau 3
HLCPFPP;Circuit de prelevement / famille de preparation;CKCAT1;Code atelier niveau 1
HLCPFPP;Circuit de prelevement / famille de preparation;CKCAT2;Code atelier niveau 2
HLCPFPP;Circuit de prelevement / famille de preparation;CKCAT3;Code atelier niveau 3
HLCPFPP;Circuit de prelevement / famille de preparation;CKCCPL;Code circuit de prelevement
HLCPFPP;Circuit de prelevement / famille de preparation;CKCDPO;Code depot physique
HLCPFPP;Circuit de prelevement / famille de preparation;CKCFI1;Code famille de prelevement int 1
HLCPFPP;Circuit de prelevement / famille de preparation;CKCFI2;Code famille de prelevement int 2
HLCPFPP;Circuit de prelevement / famille de preparation;CKCFI3;Code famille de prelevement int 3
HLCPFPP;Circuit de prelevement / famille de preparation;CKCFP1;Code famille de prelevement niveau 1
HLCPFPP;Circuit de prelevement / famille de preparation;CKCFP2;Code famille de prelevement niveau 2
HLCPFPP;Circuit de prelevement / famille de preparation;CKCFP3;Code famille de prelevement niveau 3
HLCPFPP;Circuit de prelevement / famille de preparation;CKCFPR;Code famille de preparation
HLCPFPP;Circuit de prelevement / famille de preparation;CKCUCR;Code utilisateur creation
HLCPFPP;Circuit de prelevement / famille de preparation;CKCUMJ;Code utilisateur derniere mise a jour
HLCPFPP;Circuit de prelevement / famille de preparation;CKDCRE;Date de creation
HLCPFPP;Circuit de prelevement / famille de preparation;CKDMAJ;Date de derniere mise a jour
HLCPFPP;Circuit de prelevement / famille de preparation;CKHCRE;Heure de creation
HLCPFPP;Circuit de prelevement / famille de preparation;CKHMAJ;Heure de derniere mise a jour
HLCPFPP;Circuit de prelevement / famille de preparation;CKJCRE;Date de creation - jour
HLCPFPP;Circuit de prelevement / famille de preparation;CKJMAJ;Date de derniere mise a jour - jour
HLCPFPP;Circuit de prelevement / famille de preparation;CKLJCR;Libelle du jour de creation
HLCPFPP;Circuit de prelevement / famille de preparation;CKLJMJ;Libelle jour de derniere mise a jour
HLCPFPP;Circuit de prelevement / famille de preparation;CKMCRE;Date de creation - mois
HLCPFPP;Circuit de prelevement / famille de preparation;CKMMAJ;Date de derniere mise a jour - mois
HLCPFPP;Circuit de prelevement / famille de preparation;CKNCOM;Numero de commentaire
HLCPFPP;Circuit de prelevement / famille de preparation;CKSCRE;Date de creation - siecle
HLCPFPP;Circuit de prelevement / famille de preparation;CKSMAJ;Date de derniere mise a jour - siecle
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKC1R1;Code 1 emplacement depose ramasse niveau 1
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKC1R2;Code 1 emplacement depose ramasse niveau 2
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKC1R3;Code 1 emplacement depose ramasse niveau 3
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKC2R1;Code 2 emplacement depose ramasse niveau 1
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKC2R2;Code 2 emplacement depose ramasse niveau 2
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKC2R3;Code 2 emplacement depose ramasse niveau 3
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKC3R1;Code 3 emplacement depose ramasse niveau 1
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKC3R2;Code 3 emplacement depose ramasse niveau 2
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKC3R3;Code 3 emplacement depose ramasse niveau 3
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKC4R1;Code 4 emplacement depose ramasse niveau 1
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKC4R2;Code 4 emplacement depose ramasse niveau 2
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKC4R3;Code 4 emplacement depose ramasse niveau 3
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKC5R1;Code 5 emplacement depose ramasse niveau 1
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKC5R2;Code 5 emplacement depose ramasse niveau 2
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKC5R3;Code 5 emplacement depose ramasse niveau 3
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKCACT;Code activite
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKCCPL;Code circuit de prelevement
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKCDPO;Code depot physique
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKCFPR;Code famille de preparation
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKCPR1;Code circuit de prelevement ramasse niveau 1
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKCPR2;Code circuit de prelevement ramasse niveau 2
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKCPR3;Code circuit de prelevement ramasse niveau 3
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKNER1;Numero emplacement depose ramasse niveau 1
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKNER2;Numero emplacement depose ramasse niveau 2
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKNER3;Numero emplacement depose ramasse niveau 3
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKQ1R1;Unite de ramasse pour eclat. niveau 1 - quantite 1
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKQ1R2;Unite de ramasse pour eclat. niveau 2 - quantite 1
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKQ1R3;Unite de ramasse pour eclat. niveau 3 - quantite 1
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKQ2R1;Unite de ramasse pour eclat. niveau 1 - quantite 2
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKQ2R2;Unite de ramasse pour eclat. niveau 2 - quantite 2
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKQ2R3;Unite de ramasse pour eclat. niveau 3 - quantite 2
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKQ3R1;Unite de ramasse pour eclat. niveau 1 - quantite 3
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKQ3R2;Unite de ramasse pour eclat. niveau 2 - quantite 3
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKQ3R3;Unite de ramasse pour eclat. niveau 3 - quantite 3
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKQCR1;Unite de ramasse pour eclat. niveau 1 - qte couche
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKQCR2;Unite de ramasse pour eclat. niveau 2 - qte couche
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKQCR3;Unite de ramasse pour eclat. niveau 3 - qte couche
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKTEC1;Top eclatement par destinataire niveau 1
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKTEC2;Top eclatement par destinataire niveau 2
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKTEC3;Top eclatement par destinataire niveau 3
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKTEP1;Top eclatement par preparation niveau 1
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKTEP2;Top eclatement par preparation niveau 2
HLCPFSP;Circuit de prl/famille de prp - Eclatement sur stk;CKTEP3;Top eclatement par preparation niveau 3
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6ACRE;Date de creation - annee
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6ADLC;Date limite de consommation des GEI - annee
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6ADLU;Date limite d'utilisation optimum des GEI - annee
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6ADLV;Date limite de vente des GEI - annee
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6ADOR;Date d'ordonnancement des GEI - annee
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6AFAB;Date de fabrication des GEI - annee
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6AMAJ;Date de derniere mise a jour - annee
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6AREG;Date de reception des GEI - annee
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6CACT;Code activite
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6CART;Code article
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6CDPO;Code depot physique
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6CPCR;Code programme creation
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6CPMJ;Code programme derniere mise a jour
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6CPRP;Code proprietaire
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6CQAL;Code qualite
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6CUCR;Code utilisateur creation
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6CUMJ;Code utilisateur derniere mise a jour
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6CVLA;Code variante logistique article
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6DCRE;Date de creation
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6DDLC;Date limite de consommation des GEI
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6DDLU;Date limite d'utilisation optimum des GEI
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6DDLV;Date limite de vente des GEI
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6DDOR;Date d'ordonnancement des GEI
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6DFAB;Date de fabrication des GEI
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6DLCJ;Libelle jour DLC
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6DLUO;Libelle jour DLUO
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6DLVJ;Libelle jour DLV
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6DMAJ;Date de derniere mise a jour
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6DREG;Date de reception des GEI
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6HCRE;Heure de creation
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6HERE;Heure de reception des GEI
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6HFAB;Heure de fabrication des GEI
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6HMAJ;Heure de derniere mise a jour
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6JCRE;Date de creation - jour
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6JDLC;Date limite de consommation des GEI - jour
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6JDLU;Date limite d'utilisation optimum des GEI - jour
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6JDLV;Date limite de vente des GEI - jour
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6JDOR;Date d'ordonnancement des GEI - jour
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6JFAB;Date de fabrication des GEI - jour
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6JMAJ;Date de derniere mise a jour - jour
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6JREG;Date de reception des GEI - jour
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6LJCR;Libelle du jour de creation
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6LJFA;Libelle jour de la date de fabrication
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6LJMJ;Libelle du jour de derniere mise a jour
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6LJRE;Libelle du jour de reception
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6LOT2;Lot 2 des GEI
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6LOT3;Lot 3 des GEI
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6LOTF;Lot 1 des GEI
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6MCRE;Date de creation - mois
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6MDLC;Date limite de consommation des GEI - mois
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6MDLU;Date limite d'utilisation optimum des GEI - mois
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6MDLV;Date limite de vente des GEI - mois
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6MDOR;Date d'ordonnancement des GEI - mois
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6MFAB;Date de fabrication des GEI - mois
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6MMAJ;Date de derniere mise a jour - mois
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6MREG;Date de reception des GEI - mois
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6NANN;Numero d'annee controle support/colis prepare
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6NCGE;Numero de cumul GEI
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6NCTL;Numero de controle support/colis prepare
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6ORDJ;Libelle jour date d'ordonnancement
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6PNCG;Poids net du cumul GEI
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6QTBC;Quantite du cumul GEI en VL de base
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6SCRE;Date de creation - siecle
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6SDLC;Date limite de consommation des GEI - siecle
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6SDLU;Date limite d'utilisation optimum des GEI - siecle
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6SDLV;Date limite de vente des GEI - siecle
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6SDOR;Date d'ordonnancement des GEI - siecle
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6SFAB;Date de fabrication des GEI - siecle
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6SMAJ;Date de derniere mise a jour - siecle
HLCPGCP;Controle support/colis prepare - Cumul GEI;D6SREG;Date de reception des GEI - siecle
HLCPGEP;Controle support/colis prepare - GEI;D5ACRE;Date de creation - annee
HLCPGEP;Controle support/colis prepare - GEI;D5ACRG;Date de creation du GEI - annee
HLCPGEP;Controle support/colis prepare - GEI;D5ADLC;Date limite de consommation du GEI - annee
HLCPGEP;Controle support/colis prepare - GEI;D5ADLU;Date limite d'utilisation optimum du GEI - annee
HLCPGEP;Controle support/colis prepare - GEI;D5ADLV;Date limite de vente du GEI - annee
HLCPGEP;Controle support/colis prepare - GEI;D5ADMC;Date ordo mini contrat date (si ordo a ctl)-Annee
HLCPGEP;Controle support/colis prepare - GEI;D5ADOR;Date d'ordonnancement du GEI - annee
HLCPGEP;Controle support/colis prepare - GEI;D5AFAB;Date de fabrication du GEI - annee
HLCPGEP;Controle support/colis prepare - GEI;D5AMAJ;Date de derniere mise a jour - annee
HLCPGEP;Controle support/colis prepare - GEI;D5AREG;Date de reception du GEI - annee
HLCPGEP;Controle support/colis prepare - GEI;D5C1EL;Code 1 emplacement de prelevement
HLCPGEP;Controle support/colis prepare - GEI;D5C2EL;Code 2 emplacement de prelevement
HLCPGEP;Controle support/colis prepare - GEI;D5C3EL;Code 3 emplacement de prelevement
HLCPGEP;Controle support/colis prepare - GEI;D5C4EL;Code 4 emplacement de prelevement
HLCPGEP;Controle support/colis prepare - GEI;D5C5EL;Code 5 emplacement de prelevement
HLCPGEP;Controle support/colis prepare - GEI;D5CACT;Code activite
HLCPGEP;Controle support/colis prepare - GEI;D5CART;Code article
HLCPGEP;Controle support/colis prepare - GEI;D5CDES;Code destinataire preparation
HLCPGEP;Controle support/colis prepare - GEI;D5CDPL;Code depot logique personne prelevement
HLCPGEP;Controle support/colis prepare - GEI;D5CDPO;Code depot physique
HLCPGEP;Controle support/colis prepare - GEI;D5CPCR;Code programme creation
HLCPGEP;Controle support/colis prepare - GEI;D5CPER;Code personne ayant effectue le prelevement
HLCPGEP;Controle support/colis prepare - GEI;D5CPMJ;Code programme derniere mise a jour
HLCPGEP;Controle support/colis prepare - GEI;D5CPRP;Code proprietaire
HLCPGEP;Controle support/colis prepare - GEI;D5CQAL;Code qualite
HLCPGEP;Controle support/colis prepare - GEI;D5CUCR;Code utilisateur creation
HLCPGEP;Controle support/colis prepare - GEI;D5CUMJ;Code utilisateur derniere mise a jour
HLCPGEP;Controle support/colis prepare - GEI;D5CVLA;Code variante logistique article
HLCPGEP;Controle support/colis prepare - GEI;D5DCRE;Date de creation
HLCPGEP;Controle support/colis prepare - GEI;D5DCRG;Date de creation du GEI
HLCPGEP;Controle support/colis prepare - GEI;D5DDLC;Date limite de consommation du GEI
HLCPGEP;Controle support/colis prepare - GEI;D5DDLU;Date limite d'utilisation optimum du GEI
HLCPGEP;Controle support/colis prepare - GEI;D5DDLV;Date limite de vente du GEI
HLCPGEP;Controle support/colis prepare - GEI;D5DDMC;Date ordo mini contrat date (si ordo a ctl)
HLCPGEP;Controle support/colis prepare - GEI;D5DDOR;Date d'ordonnancement du GEI
HLCPGEP;Controle support/colis prepare - GEI;D5DFAB;Date de fabrication du GEI
HLCPGEP;Controle support/colis prepare - GEI;D5DLCJ;Libelle jour de la DLC
HLCPGEP;Controle support/colis prepare - GEI;D5DLUO;Libelle jour de la DLUO
HLCPGEP;Controle support/colis prepare - GEI;D5DLVJ;Libelle jour de la DLV
HLCPGEP;Controle support/colis prepare - GEI;D5DMAJ;Date de derniere mise a jour
HLCPGEP;Controle support/colis prepare - GEI;D5DREG;Date de reception du GEI
HLCPGEP;Controle support/colis prepare - GEI;D5HCRE;Heure de creation
HLCPGEP;Controle support/colis prepare - GEI;D5HCRG;Heure de creation du GEI
HLCPGEP;Controle support/colis prepare - GEI;D5HERE;Heure de reception du GEI
HLCPGEP;Controle support/colis prepare - GEI;D5HFAB;Heure de fabrication du GEI
HLCPGEP;Controle support/colis prepare - GEI;D5HMAJ;Heure de derniere mise a jour
HLCPGEP;Controle support/colis prepare - GEI;D5JCRE;Date de creation - jour
HLCPGEP;Controle support/colis prepare - GEI;D5JCRG;Date de creation du GEI - jour
HLCPGEP;Controle support/colis prepare - GEI;D5JDLC;Date limite de consommation du GEI - jour
HLCPGEP;Controle support/colis prepare - GEI;D5JDLU;Date limite d'utilisation optimum du GEI - jour
HLCPGEP;Controle support/colis prepare - GEI;D5JDLV;Date limite de vente du GEI - jour
HLCPGEP;Controle support/colis prepare - GEI;D5JDMC;Date ordo mini contrat date (si ordo a ctl)-Jour
HLCPGEP;Controle support/colis prepare - GEI;D5JDOR;Date d'ordonnancement du GEI - jour
HLCPGEP;Controle support/colis prepare - GEI;D5JFAB;Date de fabrication du GEI - jour
HLCPGEP;Controle support/colis prepare - GEI;D5JMAJ;Date de derniere mise a jour - jour
HLCPGEP;Controle support/colis prepare - GEI;D5JREG;Date de reception du GEI - jour
HLCPGEP;Controle support/colis prepare - GEI;D5LDMC;Lib. jour ordo mini contrat date (si ordo a ctl)
HLCPGEP;Controle support/colis prepare - GEI;D5LJCG;Libelle jour date de creation du GEI
HLCPGEP;Controle support/colis prepare - GEI;D5LJCR;Libelle du jour de creation
HLCPGEP;Controle support/colis prepare - GEI;D5LJFA;Libelle jour date de fabrication du GEI
HLCPGEP;Controle support/colis prepare - GEI;D5LJMJ;Libelle du jour de derniere mise a jour
HLCPGEP;Controle support/colis prepare - GEI;D5LJRE;Libelle jour date de reception du GEI
HLCPGEP;Controle support/colis prepare - GEI;D5LOT2;Lot 2 du GEI
HLCPGEP;Controle support/colis prepare - GEI;D5LOT3;Lot 3 du GEI
HLCPGEP;Controle support/colis prepare - GEI;D5LOTF;Lot 1 du GEI
HLCPGEP;Controle support/colis prepare - GEI;D5MCRE;Date de creation - mois
HLCPGEP;Controle support/colis prepare - GEI;D5MCRG;Date de creation du GEI - mois
HLCPGEP;Controle support/colis prepare - GEI;D5MDLC;Date limite de consommation du GEI - mois
HLCPGEP;Controle support/colis prepare - GEI;D5MDLU;Date limite d'utilisation optimum du GEI - mois
HLCPGEP;Controle support/colis prepare - GEI;D5MDLV;Date limite de vente du GEI - mois
HLCPGEP;Controle support/colis prepare - GEI;D5MDMC;Date ordo mini contrat date (si ordo a ctl)-Mois
HLCPGEP;Controle support/colis prepare - GEI;D5MDOR;Date d'ordonnancement du GEI - mois
HLCPGEP;Controle support/colis prepare - GEI;D5MFAB;Date de fabrication du GEI - mois
HLCPGEP;Controle support/colis prepare - GEI;D5MMAJ;Date de derniere mise a jour - mois
HLCPGEP;Controle support/colis prepare - GEI;D5MREG;Date de reception du GEI - mois
HLCPGEP;Controle support/colis prepare - GEI;D5NANN;Numero d'annee controle support/colis prepare
HLCPGEP;Controle support/colis prepare - GEI;D5NCGE;Numero de cumul GEI correspondant
HLCPGEP;Controle support/colis prepare - GEI;D5NCTL;Numero de controle support/colis prepare
HLCPGEP;Controle support/colis prepare - GEI;D5NEMP;Numero emplacement de prelevement
HLCPGEP;Controle support/colis prepare - GEI;D5NGEI;Numero du GEI
HLCPGEP;Controle support/colis prepare - GEI;D5ORDJ;Libelle jour de la date d'ordonnancement
HLCPGEP;Controle support/colis prepare - GEI;D5PNGE;Poids net du GEI
HLCPGEP;Controle support/colis prepare - GEI;D5QGEI;Quantite du GEI en VL de base
HLCPGEP;Controle support/colis prepare - GEI;D5QUPB;Quantite en VL de base unite de prelevement pick
HLCPGEP;Controle support/colis prepare - GEI;D5SCRE;Date de creation - siecle
HLCPGEP;Controle support/colis prepare - GEI;D5SCRG;Date de creation du GEI - siecle
HLCPGEP;Controle support/colis prepare - GEI;D5SDLC;Date limite de consommation du GEI - siecle
HLCPGEP;Controle support/colis prepare - GEI;D5SDLU;Date limite d'utilisation optimum du GEI - siecle
HLCPGEP;Controle support/colis prepare - GEI;D5SDLV;Date limite de vente du GEI - siecle
HLCPGEP;Controle support/colis prepare - GEI;D5SDMC;Date ordo mini contrat date (si ordo a ctl)-Siecle
HLCPGEP;Controle support/colis prepare - GEI;D5SDOR;Date d'ordonnancement du GEI - siecle
HLCPGEP;Controle support/colis prepare - GEI;D5SFAB;Date de fabrication du GEI - siecle
HLCPGEP;Controle support/colis prepare - GEI;D5SMAJ;Date de derniere mise a jour - siecle
HLCPGEP;Controle support/colis prepare - GEI;D5SREG;Date de reception du GEI - siecle
HLCPGEP;Controle support/colis prepare - GEI;D5TDML;Top demande sur lot (rens. si lot 1 a controler)
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3ACRE;Date de creation - annee
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3ADLC;DLC ligne de comptage - annee
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3ADLU;DLUO ligne de comptage - annee
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3ADLV;DLV ligne de comptage - annee
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3ADOR;Date d'ordonnancement ligne de comptage - annee
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3AFAB;Date de fabrication ligne de comptage - annee
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3AMAJ;Date de derniere mise a jour - annee
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3AREG;Date de reception ligne de comptage - annee
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3CACT;Code activite
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3CART;Code article
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3CDPO;Code depot physique
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3CPCR;Code programme creation
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3CPMJ;Code programme derniere mise a jour
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3CPRP;Code proprietaire
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3CQAL;Code qualite
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3CUCR;Code utilisateur creation
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3CUMJ;Code utilisateur derniere mise a jour
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3CVLA;Code variante logistique article
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3DCRE;Date de creation
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3DDLC;DLC ligne de comptage
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3DDLU;DLUO ligne de comptage
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3DDLV;DLV ligne de comptage
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3DDOR;Date d'ordonnancement ligne de comptage
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3DFAB;Date de fabrication ligne de comptage
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3DLCJ;Libelle jour DLC
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3DLUO;Libelle jour DLUO
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3DLVJ;Libelle jour DLV
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3DMAJ;Date de derniere mise a jour
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3DREG;Date de reception ligne de comptage
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3HCRE;Heure de creation
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3HERE;Heure de reception ligne de comptage
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3HFAB;Heure de fabrication ligne de comptage
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3HMAJ;Heure de derniere mise a jour
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3JCRE;Date de creation - jour
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3JDLC;DLC ligne de comptage - jour
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3JDLU;DLUO ligne de comptage - jour
HLCPLIP;Controle support/colis prepare - Ligne de comptage;D3JDLV;DLV ligne de comptage - jour
